gi|495021688|ref|WP_007747463.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021699|ref|WP_007747474.1|	succinate dehydrogenase [Bacteroides finegoldii] 
gi|495021700|ref|WP_007747475.1|	succinate dehydrogenase [Bacteroides finegoldii] 
gi|495021706|ref|WP_007747481.1|	fumarate reductase [Bacteroides finegoldii] 
gi|495021713|ref|WP_007747488.1|	transcriptional regulator [Bacteroides finegoldii] 
gi|495021715|ref|WP_007747490.1|	chitinase [Bacteroides finegoldii] 
gi|495021718|ref|WP_007747493.1|	chemotaxis protein CheY [Bacteroides finegoldii] 
gi|495021725|ref|WP_007747500.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021728|ref|WP_007747503.1|	MULTISPECIES: TonB-dependent receptor [Bacteroides] 
gi|495021731|ref|WP_007747506.1|	starch-binding protein [Bacteroides finegoldii] 
gi|495021735|ref|WP_007747510.1|	xylanase [Bacteroides finegoldii] 
gi|495021736|ref|WP_007747511.1|	xylanase [Bacteroides finegoldii] 
gi|495021738|ref|WP_007747513.1|	death-on-curing family protein [Bacteroides finegoldii] 
gi|495021740|ref|WP_007747515.1|	MULTISPECIES: DNA-binding protein [Bacteroides] 
gi|495021744|ref|WP_007747519.1|	partition protein ParA family [Bacteroides finegoldii] 
gi|495021747|ref|WP_007747522.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021750|ref|WP_007747525.1|	ATPase AAA [Bacteroides finegoldii] 
gi|495021753|ref|WP_007747528.1|	peptidase S41 [Bacteroides finegoldii] 
gi|495021755|ref|WP_007747530.1|	phosphopantetheine adenylyltransferase [Bacteroides finegoldii] 
gi|495021757|ref|WP_007747532.1|	DNA topoisomerase IV subunit B [Bacteroides finegoldii] 
gi|495021760|ref|WP_007747535.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021764|ref|WP_007747539.1|	K+-dependent Na+/Ca+ exchanger [Bacteroides finegoldii] 
gi|495021768|ref|WP_007747543.1|	mechanosensitive ion channel protein MscS [Bacteroides finegoldii] 
gi|495021770|ref|WP_007747545.1|	acid phosphatase [Bacteroides finegoldii] 
gi|495021772|ref|WP_007747547.1|	TonB-denpendent receptor [Bacteroides finegoldii] 
gi|495021776|ref|WP_007747551.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021778|ref|WP_007747553.1|	D-alanyl-D-alanine dipeptidase [Bacteroides finegoldii] 
gi|495021779|ref|WP_007747554.1|	RNA polymerase sigma factor [Bacteroides finegoldii] 
gi|495021780|ref|WP_007747555.1|	beta-galactosidase [Bacteroides finegoldii] 
gi|495021781|ref|WP_007747556.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021783|ref|WP_007747558.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021786|ref|WP_007747561.1|	putative phosphatase [Bacteroides finegoldii] 
gi|495021788|ref|WP_007747563.1|	transposase [Bacteroides finegoldii] 
gi|495021792|ref|WP_007747567.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021793|ref|WP_007747568.1|	DNA processing protein DprA [Bacteroides finegoldii] 
gi|495021795|ref|WP_007747570.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021799|ref|WP_007747574.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021801|ref|WP_007747576.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021802|ref|WP_007747577.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021804|ref|WP_007747579.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021807|ref|WP_007747582.1|	transcriptional regulator [Bacteroides finegoldii] 
gi|495021813|ref|WP_007747588.1|	exonuclease [Bacteroides finegoldii] 
gi|495021814|ref|WP_007747589.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021817|ref|WP_007747592.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021822|ref|WP_007747597.1|	Ser/Thr protein phosphatase [Bacteroides finegoldii] 
gi|495021830|ref|WP_007747605.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021833|ref|WP_007747608.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021836|ref|WP_007747611.1|	relaxase/Mobilization nuclease domain protein [Bacteroides finegoldii] 
gi|495021838|ref|WP_007747613.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021841|ref|WP_007747616.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021844|ref|WP_007747619.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021854|ref|WP_007747629.1|	virulence-associated protein E [Bacteroides finegoldii] 
gi|495021856|ref|WP_007747631.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021859|ref|WP_007747634.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021862|ref|WP_007747637.1|	integrase [Bacteroides finegoldii] 
gi|495021865|ref|WP_007747640.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021867|ref|WP_007747642.1|	recombinase [Bacteroides finegoldii] 
gi|495021871|ref|WP_007747646.1|	MULTISPECIES: ATPase [Bacteroides] 
gi|495021873|ref|WP_007747648.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021875|ref|WP_007747650.1|	MULTISPECIES: DNA-binding protein [Bacteroides] 
gi|495021878|ref|WP_007747653.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021881|ref|WP_007747656.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021884|ref|WP_007747659.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021888|ref|WP_007747663.1|	mobilization protein [Bacteroides finegoldii] 
gi|495021891|ref|WP_007747666.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021893|ref|WP_007747668.1|	HNH endonuclease [Bacteroides finegoldii] 
gi|495021896|ref|WP_007747671.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021899|ref|WP_007747674.1|	membrane protein [Bacteroides finegoldii] 
gi|495021902|ref|WP_007747677.1|	MULTISPECIES: transcriptional regulator [Bacteroides] 
gi|495021906|ref|WP_007747681.1|	MULTISPECIES: peptidylprolyl isomerase [Bacteroides] 
gi|495021910|ref|WP_007747685.1|	peptidylprolyl isomerase [Bacteroides finegoldii] 
gi|495021914|ref|WP_007747689.1|	NAD-dependent protein deacylase [Bacteroides finegoldii] 
gi|495021916|ref|WP_007747691.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021919|ref|WP_007747694.1|	glycosyl transferase family 2 [Bacteroides finegoldii] 
gi|495021921|ref|WP_007747696.1|	glycosyl transferase [Bacteroides finegoldii] 
gi|495021923|ref|WP_007747698.1|	glycosyltransferase family 1 [Bacteroides finegoldii] 
gi|495021924|ref|WP_007747699.1|	glycosyl transferase [Bacteroides finegoldii] 
gi|495021926|ref|WP_007747701.1|	glycosyl transferase [Bacteroides finegoldii] 
gi|495021934|ref|WP_007747709.1|	exopolysaccharide biosynthesis protein [Bacteroides finegoldii] 
gi|495021948|ref|WP_007747723.1|	glycosyl transferase group 2 family [Bacteroides finegoldii] 
gi|495021950|ref|WP_007747725.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021953|ref|WP_007747728.1|	lipopolysaccharide biosynthesis protein [Bacteroides finegoldii] 
gi|495021954|ref|WP_007747729.1|	methionyl-tRNA synthetase [Bacteroides finegoldii] 
gi|495021955|ref|WP_007747730.1|	CoA ligase [Bacteroides finegoldii] 
gi|495021956|ref|WP_007747731.1|	sensor histidine kinase [Bacteroides finegoldii] 
gi|495021957|ref|WP_007747732.1|	glycosyl hydrolase family 65 [Bacteroides finegoldii] 
gi|495021958|ref|WP_007747733.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021959|ref|WP_007747734.1|	collagen-binding protein [Bacteroides finegoldii] 
gi|495021960|ref|WP_007747735.1|	starch-binding protein [Bacteroides finegoldii] 
gi|495021961|ref|WP_007747736.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021962|ref|WP_007747737.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021964|ref|WP_007747739.1|	arabinan endo-1,5-alpha-L-arabinosidase [Bacteroides finegoldii] 
gi|495021966|ref|WP_007747741.1|	alpha-xylosidase [Bacteroides finegoldii] 
gi|495021969|ref|WP_007747744.1|	magnesium chelatase [Bacteroides finegoldii] 
gi|495021970|ref|WP_007747745.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021972|ref|WP_007747747.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021973|ref|WP_007747748.1|	integrase [Bacteroides finegoldii] 
gi|495021974|ref|WP_007747749.1|	3-dehydroquinate dehydratase [Bacteroides finegoldii] 
gi|495021983|ref|WP_007747758.1|	MULTISPECIES: pyruvate kinase [Bacteroides] 
gi|495021984|ref|WP_007747759.1|	MULTISPECIES: O-methyltransferase [Bacteroides] 
gi|495021986|ref|WP_007747761.1|	MULTISPECIES: ribosome-binding factor A [Bacteroides] 
gi|495021987|ref|WP_007747762.1|	membrane protein [Bacteroides finegoldii] 
gi|495021988|ref|WP_007747763.1|	MULTISPECIES: RNA polymerase sigma70 factor [Bacteroides] 
gi|495021989|ref|WP_007747764.1|	putative anti-sigma factor [Bacteroides finegoldii] 
gi|495021990|ref|WP_007747765.1|	putative outer membrane protein [Bacteroides finegoldii] 
gi|495021991|ref|WP_007747766.1|	collagen-binding protein [Bacteroides finegoldii] 
gi|495021992|ref|WP_007747767.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495021994|ref|WP_007747769.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022003|ref|WP_007747778.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022005|ref|WP_007747780.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022006|ref|WP_007747781.1|	beta-glucosidase [Bacteroides finegoldii] 
gi|495022008|ref|WP_007747783.1|	glycosyl hydrolase family 88 [Bacteroides finegoldii] 
gi|495022010|ref|WP_007747785.1|	RNA polymerase sigma70 factor [Bacteroides finegoldii] 
gi|495022012|ref|WP_007747787.1|	regulator [Bacteroides finegoldii] 
gi|495022014|ref|WP_007747789.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022015|ref|WP_007747790.1|	TonB-linked outer membrane protein [Bacteroides finegoldii] 
gi|495022017|ref|WP_007747792.1|	starch-binding protein [Bacteroides finegoldii] 
gi|495022020|ref|WP_007747795.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022022|ref|WP_007747797.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022023|ref|WP_007747798.1|	pyridine nucleotide-disulfide oxidoreductase [Bacteroides finegoldii] 
gi|495022025|ref|WP_007747800.1|	alpha-galactosidase [Bacteroides finegoldii] 
gi|495022027|ref|WP_007747802.1|	cephalosporin-C deacetylase [Bacteroides finegoldii] 
gi|495022029|ref|WP_007747804.1|	beta-glucuronidase [Bacteroides finegoldii] 
gi|495022032|ref|WP_007747807.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022035|ref|WP_007747810.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022038|ref|WP_007747813.1|	beta-glucosidase [Bacteroides finegoldii] 
gi|495022041|ref|WP_007747816.1|	beta-glucosidase [Bacteroides finegoldii] 
gi|495022043|ref|WP_007747818.1|	MULTISPECIES: 2-oxoacid ferredoxin oxidoreductase subunit beta [Bacteroides] 
gi|495022045|ref|WP_007747820.1|	MFS transporter [Bacteroides finegoldii] 
gi|495022046|ref|WP_007747821.1|	MULTISPECIES: preprotein translocase subunit SecD [Bacteroides] 
gi|495022048|ref|WP_007747823.1|	peptidase M3 [Bacteroides finegoldii] 
gi|495022050|ref|WP_007747825.1|	endonuclease [Bacteroides finegoldii] 
gi|495022053|ref|WP_007747828.1|	rhomboid family protein [Bacteroides finegoldii] 
gi|495022055|ref|WP_007747830.1|	membrane protein [Bacteroides finegoldii] 
gi|495022058|ref|WP_007747833.1|	DNA-binding protein [Bacteroides finegoldii] 
gi|495022060|ref|WP_007747835.1|	arginyl-tRNA synthetase [Bacteroides finegoldii] 
gi|495022063|ref|WP_007747838.1|	DNA topoisomerase I [Bacteroides finegoldii] 
gi|495022064|ref|WP_007747839.1|	transcriptional activator AggR [Bacteroides finegoldii] 
gi|495022066|ref|WP_007747841.1|	putative two-component system sensor histidine kinase/response regulator hybrid [Bacteroides finegoldii] 
gi|495022069|ref|WP_007747844.1|	MULTISPECIES: DNA-binding protein [Bacteroides] 
gi|495022070|ref|WP_007747845.1|	MULTISPECIES: hypothetical protein [Bacteroides] 
gi|495022071|ref|WP_007747846.1|	TonB-denpendent receptor [Bacteroides finegoldii] 
gi|495022072|ref|WP_007747847.1|	hypothetical protein [Bacteroides finegoldii] 
gi|495022074|ref|WP_007747849.1|	DNA mismatch repair protein MutT [Bacteroides finegoldii] 
gi|490436852|ref|WP_004307892.1|	MULTISPECIES: alkyl hydroperoxide reductase [Bacteroides] 
gi|495022085|ref|WP_007747860.1|	NADH dehydrogenase [Bacteroides finegoldii] 
gi|495022088|ref|WP_007747863.1|	endonuclease [Bacteroides finegoldii] 
gi|495022090|ref|WP_007747865.1|	inositol monophosphatase [Bacteroides finegoldii] 
gi|495022095|ref|WP_007747870.1|	amidophosphoribosyltransferase [Bacteroides finegoldii] 
gi|495022105|ref|WP_007747880.1|	sugar kinase [Bacteroides finegoldii] 
gi|495022107|ref|WP_007747882.1|	peptidase S41 [Bacteroides finegoldii] 
gi|495022112|ref|WP_007747887.1|	S-adenosyl-L-homocysteine hydrolase [Bacteroides finegoldii] 
gi|495022114|ref|WP_007747889.1|	membrane protein [Bacteroides finegoldii] 
gi|495022116|ref|WP_007747891.1|	transporter [Bacteroides finegoldii] 
gi|495022118|ref|WP_007747893.1|	MULTISPECIES: hemolysin D [Bacteroides] 
gi|495022121|ref|WP_007747896.1|	MFS transporter [Bacteroides finegoldii] 
gi|495022123|ref|WP_007747898.1|	MULTISPECIES: AraC family transcriptional regulator [Bacteroides] 
gi|495022138|ref|WP_007747913.1|	uracil phosphoribosyltransferase [Bacteroides finegoldii] 
gi|495022141|ref|WP_007747916.1|	phosphoenolpyruvate carboxykinase [Bacteroides finegoldii] 
gi|495022143|ref|WP_007747918.1|	hypothetical protein [Bacteroides finegoldii] 
gi|491925255|ref|WP_005675419.1|	MULTISPECIES: 30S ribosomal protein S12 [Bacteroides] 
gi|491925258|ref|WP_005675420.1|	MULTISPECIES: 30S ribosomal protein S7 [Bacteroides] 
gi|495022146|ref|WP_007747921.1|	elongation factor G [Bacteroides finegoldii] 
gi|495022150|ref|WP_007747925.1|	30S ribosomal protein S10 [Bacteroides finegoldii] 
gi|495022153|ref|WP_007747928.1|	50S ribosomal protein L3 [Bacteroides finegoldii] 
